Competition,CompetitionCode,flightcode,WineNodeID,Priority,winename,producer,appellation,vintage,price,SubmitterCompanyName,SubmitterTelephone,SubmitterWebsite,EssentialsWineStyle,EssentialsWineType,BottleSize,ResidualSugar,NewWorldWineColour,NewWorldVarietal,OldWorldCountry,OldWorldWineColour,SweetnessLevel,WineClassName,CompetitionCategoryName,CountryName,CategoryNodeID,TastingTeams1,WineType,WineColour,Medal
2020,HW-R,2020_HW-R_012,30224,12,"Michel Servin, Rouge",Les Grands Chais de France,Vin de France,2018,5.13,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,France,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_013,31985,13,"Gran Tesoro, Garnacha",Boutinot,Campo de Borja,2018,5.15, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_014,30193,14,"La Tierra Rocosa, Merlot",VyF,Central Valley,2019,5.23,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_015,29208,15,Shiraz,Healy & Gray,Western Cape,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,South Africa,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_016,29205,16,Healy & Gray Merlot,Patacon Export Wine,Lontue,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_017,29202,17,Cabernet Sauvignon,Healy & Gray,Central Valley,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_018,30203,18,"De Bortoli, Under The Sycamore, Shiraz",De Bortoli,South Eastern Australia,2019,5.33,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_019,31983,19,"El Tesoro, Monastrell/Shiraz",Boutinot,Jumilla,2018,5.4, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_020,30318,20,"Five Foot Track, Shiraz",Freixenet Copestick,South Eastern Australia,2018,5.45,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_021,30317,21,"Two Ridge Trail, Merlot",Freixenet Copestick,South Eastern Australia,2018,5.45,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_022,29961,22,Blass Shiraz,Wolf Blass,South Eastern Australia,2017,5.45,Treasury Wine Estates,7887942148,www.tweglobal.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_023,31984,23,"El Ninot de Paper, Tinto ",Bodegas Murviedro,Valencia,2018,5.5, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_024,31988,24,"Ca' di Ponti Nero d'Avola, DOC Sicilia",Adria Vini,Sicilia,2018,5.55, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_025,31986,25,"Tierras del Isasa, Organic",Ontañón,Rioja,2018,5.57, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Gold
2020,HW-R,2020_HW-R_026,31935,26,"Mucho Mas, Merlot",Boutinot,Central Valley,2019,5.65, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Gold
2020,HW-R,2020_HW-R_027,31934,27,Sierra Grande Cabernet Sauvignon,Boutinot,Central Valley,2018,5.65, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_028,30216,28,"Bantry Bay, Pinotage",Origin Wine,Western Cape,2019,5.67,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,South Africa,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_029,28612,29,"La Cour des Dames, Syrah, Pays d'Oc",Badet Clément,Languedoc,2019,5.69,Badet Clement,7818004332,www.badet-clement.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,France,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_030,28615,30,"Badet Clément, La Cour Des Dames, Malbec, Pays D'oc",Badet Clément,Languedoc,2019,5.7,Badet Clement,7818004332,www.badet-clement.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,France,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_031,29125,31,"Casa Vista, Cabernet Sauvignon",Félix Solís,Central Valley,2019,5.71,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_032,29124,32,Casa Vista Merlot,Felix Solis S.l.,Central Valley,2019,5.71,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_033,31502,33,Tres de Cinco ,Casa de Illana,Ribera del Júcar,2014,5.74,Barwell and Jones,7960111635,www.barwellandjones.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Gold
2020,HW-R,2020_HW-R_034,31987,34,Conviviale Montepulciano d'Abruzzo,Adria Vini,Abruzzo,2018,5.8, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_035,31309,35,"El Muro, Tinto",Bodegas San Valero,Aragon,2018,5.85,Bibendum Wine,7885709315,,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_036,30080,36,Mountain Range Merlot,Concha Y Toro,Valle Central,2018,5.9,Concha y Toro UK,1865873713,www.cyt-uk.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_037,29921,37,Merlot/Cabernet,Domaine du Grand Mayne,Côtes de Duras,2017,5.95,GRAND MAYNE (DURAS) LTD,1256772898,www.domaine-du-grand-mayne.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,France,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_038,30779,38,"Tekena Merlot, Central Valley",Accolade,Central Valley,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_039,30778,39,"Tekena Cabernet Sauvignon, Central Valley",Accolade,Central Valley,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_040,30775,40,"Between Thorns, Shiraz",Accolade,South Eastern Australia,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Gold
2020,HW-R,2020_HW-R_041,30774,41,"Between Thorns, Cabernet Sauvignon",Accolade,South Eastern Australia,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_042,30777,42,"Short Mile Bay, Shiraz",Accolade,South Eastern Australia,2019,5.99,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_043,30776,43,"Short Mile Bay Merlot, South Eastern Australia",Accolade,South Eastern Australia,2019,5.99,Matthew Clark,1275890228,www.matthewclark.co.uk,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Australia,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_044,29110,44,"Via Alta, Merlot Reserva",Vistamar,Central Valley,2018,5.99,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_045,31548,45,"Vinha do Fava, Touriga Nacional",Casa Ermelinda Freitas,Península de Setúbal,2018,6,"Casa Ermelinda Freitas - Vinhos, Lda",3.51266E+11,www.ermelindafreitas.pt,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Portugal,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_046,29162,46,"Marques De Altillo, Rioja Tinto Joven",Pagos Del Rey,Rioja,2019,6,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_047,28962,47,"Etnia, Merlot ",Mancura,Central Valley,2019,6,Morandé,56225715624,www.morande.cl,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_048,28961,48,Vistamar Brisa Merlot 2019,Viña Vistamar,Central,2019,6,Morandé,56225715624,www.morande.cl,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_049,28960,49,"Brisa, Cabernet Sauvignon",Vistamar,Central Valley,2019,6,Morandé,56225715624,www.morande.cl,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_050,29158,50,Señorio De Chical Tempranillo,Felix Solis,Central Spain,2019,3.84,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_051,28668,51,Santa Helena Varietal Merlot,Vspt Wine Group,Central Valley,2019,4.15,VSPT Wine Group,4.47427E+11,,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_052,29166,52,Finca Nova Tempranillo,Felix Solis,Central Spain,2019,4.73,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_053,29140,53,"Panuelo, Vino Tinto",Félix Solís,Central Spain,NV,4.89,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_054,29168,54,"Viña San Juan, Tinto",Félix Solís,Castilla-La Mancha,2019,5,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_055,29135,55,"Ayrum, Tempranillo/Garnacha",Félix Solís,Central Spain,2019,5.08,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_056,29145,56,"Oratoire St Pierre, Vin Rouge",Félix Solís,Central Spain,NV,5.15,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_057,28854,57,"Umbala, Shiraz",Imbuko,Western Cape,2019,5.19,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,South Africa,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_058,28853,58,"Umbala, Pinotage",Imbuko,Western Cape,2018,5.19,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,South Africa,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_059,28858,59,"I Castelli, Merlot ",Cielo e Terra,Veneto,2018,5.35,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_060,29131,60,"Castillo De Mureva, Organic Tempranillo",Félix Solís,Central Spain,2018,5.41,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Bronze
2020,HW-R,2020_HW-R_061,29128,61,"La Prensa, Cabernet Sauvignon",Félix Solís,Central Spain,2019,5.48,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_062,29132,62,"Casa Albali, Tempranillo/Shiraz",Félix Solís,Valdepeñas,2019,5.52,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Spain,37,53|52|51,Still,Red,Gold
2020,HW-R,2020_HW-R_063,29353,63,"Terriero, Merlot",Casa Girelli,Veneto,2015,5.55,Frederic Robinson Limited,7854149790,www.robinsonsbrewery.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Commended
2020,HW-R,2020_HW-R_064,29343,64,Casas Del Toqui Merlot,Casas Del Toqui,Central Valley,2019,5.6,Frederic Robinson Limited,7854149790,www.robinsonsbrewery.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_065,29339,65,Cabernet Sauvignon,Casas del Toqui,Central Valley,2019,5.6,Frederic Robinson Limited,7854149790,www.robinsonsbrewery.com,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Chile,37,53|52|51,Still,Red,Silver
2020,HW-R,2020_HW-R_066,28861,66,I Castelli Bardolino Doc,Cielo E Terra,Veneto,2018,5.85,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Out
2020,HW-R,2020_HW-R_067,28859,67,"I Castelli, Cabernet Sauvignon",Cielo e Terra,Veneto,2018,5.85,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,<10g/litre,NULL,NULL,NULL,NULL,NULL,Essentials,House Red - £6 & under (ex VAT) ,Italy,37,53|52|51,Still,Red,Gold
2020,HW-Ro,2020_HW-RO_001,30602,1,"Proudly Vegan, Rose",Broadland Drinks,Central Valley,2019,3.98,Broadland Drinks Ltd,1603872474,,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),Chile,39,41,Still,Rosé,Commended
2020,HW-Ro,2020_HW-RO_002,30237,2,"Marques de Calado, Rosé",WX Brands,Castilla,2019,5.05,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),Spain,39,41,Still,Rosé,Silver
2020,HW-Ro,2020_HW-RO_003,30236,3,"Wx Brands, El Molturo, Rosé",Wx Brands,Spain,2019,5.05,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),Spain,39,41,Still,Rosé,Out
2020,HW-Ro,2020_HW-RO_004,29209,4,Zinfandel Rosé,Healy & Gray,California,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),USA,39,41,Still,Rosé,Bronze
2020,HW-Ro,2020_HW-RO_005,30315,5,"Two Birds One Stone, Rosé",LGI-Wines,Languedoc,2019,5.48,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),France,39,41,Still,Rosé,Bronze
2020,HW-Ro,2020_HW-RO_006,28610,6,"Badet Clément, La Cour Des Dames, Grenache Rosé, Pays D'oc",Badet Clément,Languedoc,2019,5.7,Badet Clement,7818004332,www.badet-clement.com,Still,House Wine – £6 & under (ex VAT),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Essentials,House - Rosé – £6 & under (ex VAT),France,39,41,Still,Rosé,Out
